,Local,Data do Sorteio,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Ganhadores Faixa 1,Ganhadores Faixa 2,Ganhadores Faixa 3,Rateio Faixa 1,Rateio Faixa 2,Rateio Faixa 3,Cidade,Valor Arrecadado,Estimativa para o próximo concurso,Valor Acumulado Próximo Concurso,Acumulado,Sorteio Especial
1773,"SANTA FÉ DO SUL, SP",2015-12-26,1,12,20,30,52,60,0,37,2707,0,35035.75,684.11,,22142158.5,280000000,128027188.92,SIM,SIM
1774,"SÃO PAULO, SP",2015-12-31,2,18,31,42,51,56,6,827,62767,41088919.05,43913.49,826.55,ÁGUA BRANCA AL GUAÇUÍ ES VILA VELHA ES VITÓRIA ES CERQUILHO SP,620312112,1500000,0,NAO,SIM
1775,"MANHUMIRIM, MG",2016-01-02,10,11,14,19,39,48,0,17,1051,0,27190.7,628.3,,7895436.5,2500000,121642.63,SIM,SIM
1776,"CONCEIÇÃO DA BARRA, ES",2016-01-06,4,19,38,44,52,55,0,62,3484,0,28129.17,715.1,,30249282,7500000,580592.28,SIM,SIM
1777,"CONCEIÇÃO DA BARRA, ES",2016-01-09,4,10,38,40,45,48,0,37,3457,0,56503.91,863.93,,36261571.5,12000000,1130761.88,SIM,SIM
1778,"SERRA, ES",2016-01-12,12,25,30,39,56,57,0,30,2162,0,44777.18,887.61,,23299384.5,19000000,1484265.96,SIM,SIM
1779,"SERRA, ES",2016-01-14,6,20,22,31,33,34,0,30,3095,0,70266.06,972.98,,36562284.5,24000000,2038998.04,SIM,SIM
1780,"SERRA, ES",2016-01-16,1,8,22,49,52,53,2,54,3941,12626122.54,44720.27,875.37,MANAUS AM PRATA MG,41885585,3000000,2674496.57,NAO,SIM
1781,"PONTE NOVA, MG",2016-01-20,6,18,34,47,52,57,0,110,3430,0,13771.92,630.94,,26275648,6000000,3073157.25,SIM,SIM
1782,"PONTE NOVA, MG",2016-01-23,4,6,16,18,21,38,0,67,4886,0,29033.9,568.75,,33740126,10000000,3585070.85,SIM,SIM
1783,"LEOPOLDINA, MG",2016-01-27,4,15,26,30,54,55,0,32,2896,0,60305.07,951.93,,33471119.5,25000000,4092903,SIM,SIM
1784,"LEOPOLDINA, MG",2016-01-30,5,11,27,41,42,54,0,91,6410,0,29194.9,592.09,,46080240.5,30000000,4792043.88,SIM,SIM
1785,"SÃO PAULO, SP",2016-02-02,2,6,8,21,25,34,0,76,5065,0,22419.77,480.58,,29553643,33000000,5240439.12,SIM,SIM
1786,"SÃO PAULO, SP",2016-02-04,1,5,13,25,26,29,2,167,8897,17008680.52,14880.66,399.02,JUNDIAÍ SP SÃO CAETANO DO SUL SP,43102762.5,3000000,5894404.97,NAO,SIM
1787,"SÃO PAULO, SP",2016-02-06,3,13,42,45,56,59,0,41,3508,0,35064.86,585.46,,24935750,3500000,6272736.38,SIM,SIM
1788,"FORTALEZA, CE",2016-02-10,6,25,43,57,58,59,0,16,1574,0,55476.51,805.61,,15395562,18000000,6506321.7,SIM,SIM
1789,"FORTALEZA, CE",2016-02-13,11,13,26,27,28,50,0,72,5672,0,34557.38,626.67,,43155861,24000000,7161093.17,SIM,SIM
1790,"SÃO PAULO, SP",2016-02-17,12,18,46,50,53,55,0,36,3703,0,71567.53,993.95,,44687387.5,30000000,7839101.36,SIM,SIM
1791,"SÃO PAULO, SP",2016-02-20,2,16,17,18,41,47,0,85,6593,0,34568.92,636.68,,50964900,35000000,8612353.52,SIM,SIM
1792,"CAXIAS DO SUL, RS",2016-02-24,13,14,22,54,56,58,1,80,5158,35196529.96,37673.26,834.72,IPUIUNA MG,52274470.5,3000000,9405474.81,NAO,SIM
1793,"CAXIAS DO SUL, RS",2016-02-27,1,5,34,37,40,60,1,64,3568,2942618.04,24959.71,639.58,CUIABÁ MT,27706770,18000000,9825848.83,NAO,SIM
1794,"CAXIAS DO SUL, RS",2016-03-02,30,42,47,50,55,58,0,48,2549,0,45797.11,1232,,38128146,24000000,10404338.57,SIM,SIM
1795,"CAXIAS DO SUL, RS",2016-03-05,22,23,34,48,53,54,1,48,4783,23818040.93,58387.61,837.07,Curitiba PR,48610310,3000000,11141866.3,NAO,SIM
1796,"SÃO PAULO, SP",2016-03-08,2,13,14,35,54,57,0,32,2516,0,27759.94,504.38,,15407598.5,3500000,11375634.23,SIM,SIM
1797,"SÃO PAULO, SP",2016-03-10,2,9,23,28,45,53,0,88,4315,0,15418.93,449.21,,23534406,6600000,11732704.11,SIM,SIM
1798,"SÃO PAULO, SP",2016-03-12,1,3,4,39,51,53,0,39,3102,0,43908.54,788.63,,29701612.5,21000000,12183344.37,SIM,SIM
1799,"SÃO PAULO, SP",2016-03-16,6,11,16,19,31,56,1,96,5710,22054205.88,24829.38,596.35,TERESÓPOLIS RJ,41343148,3000000,12810612.92,NAO,SIM
1800,"SÃO PAULO, SP",2016-03-19,6,19,34,43,45,54,0,82,3265,0,19244.71,690.46,,27371067.5,6500000,13225893.58,SIM,SIM
1801,"CANELA, RS",2016-03-23,2,6,13,14,17,44,0,99,6229,0,17256.89,391.81,,29632225,9000000,13675481.08,SIM,SIM
1802,"CANELA, RS",2016-03-26,4,8,29,38,49,50,0,35,2641,0,46830.05,886.59,,28428841,13000000,14106810.53,SIM,SIM
1803,"SÃO PAULO, SP",2016-03-30,20,21,28,48,50,59,0,23,2088,0,86611.4,1362.93,,34551692,28000000,14631037.41,SIM,SIM
1804,"SÃO PAULO, SP",2016-04-02,17,22,27,31,49,57,0,53,4693,0,52834.14,852.39,,48568747.5,34000000,15367934.54,SIM,SIM
1805,"SÃO DOMINGOS, SC",2016-04-06,11,20,35,42,55,58,0,86,5047,0,37310.94,908.24,,55654595.5,40000000,16212339.92,SIM,SIM
1806,"SÃO DOMINGOS, SC",2016-04-09,1,15,16,22,25,43,0,94,7609,0,41428.63,731.14,,67545257.5,50000000,17237153.39,SIM,SIM
1807,"SÃO PAULO, SP",2016-04-13,2,14,20,25,41,45,0,141,9208,0,31327.32,685.29,,76614121.5,60000000,18399561.91,SIM,SIM
1808,"SÃO PAULO, SP",2016-04-16,9,12,23,24,46,54,0,188,13704,0,26361.78,516.63,,85960518,90000000,19703776.29,SIM,SIM
1809,"UMUARAMA, PR",2016-04-20,1,10,25,43,50,56,1,266,14324,92303225.84,22369.76,593.44,CABROBÓ PE,103207069,2500000,21269659.63,NAO,SIM
1810,"UMUARAMA, PR",2016-04-23,5,17,32,35,37,57,0,82,4309,0,17291.66,470.08,,24593303,6000000,21642795.35,SIM,SIM
1811,"GUAÍRA, PR",2016-04-27,20,23,32,34,37,45,0,43,2976,0,39907.56,823.74,,29763916,10000000,22094380.9,SIM,SIM
1812,"GUAÍRA, PR",2016-04-30,9,11,13,15,19,51,0,209,9346,0,10804.08,345.15,,39165192.5,14000000,22688604.95,SIM,SIM
1813,"SÃO PAULO, SP",2016-05-03,9,11,27,46,51,53,0,51,3473,0,30125.16,631.97,,26648079.5,31500000,23092916.26,SIM,SIM
1814,"SÃO PAULO, SP",2016-05-05,8,11,25,39,41,60,3,84,4553,10829320.16,31104.09,819.78,CUIABÁ MT BELÉM PA SANTO ANDRÉ SP,45317219.5,3000000,23780480.4,NAO,SIM
1815,"SÃO PAULO, SP",2016-05-07,5,10,12,22,28,46,0,112,6085,0,14062.28,369.75,,27317451,6500000,24194947.58,SIM,SIM
1816,"SORRISO, MT",2016-05-11,1,4,26,39,47,55,0,49,3620,0,37500.89,725.15,,31871619.5,10000000,24678511.74,SIM,SIM
1817,"SORRISO, MT",2016-05-14,2,6,10,15,53,56,0,98,6394,0,23523.73,515.06,,39985141,16000000,25285176.26,SIM,SIM
1818,"SÃO PAULO, SP",2016-05-18,17,18,26,30,33,37,0,30,4092,0,80841.77,846.68,,42065250.5,33000000,25923400.72,SIM,SIM
1819,"SÃO PAULO, SP",2016-05-21,3,19,23,27,40,45,0,182,9333,0,17522.94,488.15,,55315218,40000000,26762656.99,SIM,SIM
1820,"ALTO JEQUITIBÁ, MG",2016-05-25,19,22,31,36,52,53,2,84,6145,19896531.79,41772.19,815.73,SALVADOR BA BELÉM PA,60860145.5,2500000,27686042.28,NAO,SIM
1821,"ALTO JEQUITIBÁ, MG",2016-05-28,1,22,26,43,50,53,0,23,1885,0,61876.99,1078.56,,24684450,6000000,28060560.9,SIM,SIM
1822,"SÃO PAULO, SP",2016-06-01,4,9,21,34,54,59,0,70,4110,0,25579.78,622.37,,31057124,10000000,28531767.32,SIM,SIM
1823,"SÃO PAULO, SP",2016-06-04,5,6,12,19,30,60,0,157,8192,0,14170.67,387.97,,38588368,28500000,29117239.65,SIM,SIM
1824,"IGUATU, CE",2016-06-07,10,11,21,50,51,54,1,41,3176,27333858.49,43198.01,796.65,FORTALEZA CE,30719489.5,2200000,29583323.4,NAO,SIM
1825,"IGUATU, CE",2016-06-09,17,19,32,43,48,51,0,42,2476,0,32630.91,790.73,,23770859,5000000,29943980.8,SIM,SIM
1826,"IGUATU, CE",2016-06-11,26,33,42,43,53,54,0,44,2487,0,34950.81,883.35,,26673272.5,9000000,30348674.34,SIM,SIM
1827,"CARATINGA, MG",2016-06-15,6,11,32,40,48,59,0,36,2502,0,52197.16,1072.91,,32592364,13000000,30843173.81,SIM,SIM
1828,"CARATINGA, MG",2016-06-18,7,13,24,30,32,53,0,103,6254,0,21224.08,499.35,,37916872,27000000,31418458.03,SIM,SIM
1829,"CAMPINA GRANDE, PB",2016-06-22,3,7,29,37,54,60,1,100,6640,27488182.36,24520.21,527.54,RIO DE JANEIRO RJ,42529525.5,2500000,32063726.57,NAO,SIM
1830,"CAMPINA GRANDE, PB",2016-06-25,15,27,28,32,48,55,1,71,3168,2615804.34,20000.12,640.33,ITABORAI RJ,24629594.5,2500000,32437412.92,NAO,SIM
1831,"LIMOEIRO, PE",2016-06-29,14,34,46,47,56,57,0,31,1786,0,41849.62,1037.7,,22501927,5500000,32778817.76,SIM,SIM
1832,"LIMOEIRO, PE",2016-07-02,2,3,7,16,27,42,0,105,6930,0,16702.91,361.53,,30419207,9000000,33240345.55,SIM,SIM
1833,"IPAMERI, GO",2016-07-06,2,17,22,24,48,51,1,100,5132,9144980.42,19132.74,532.58,CAPITÓLIO MG,33185138,15000000,33743838.73,NAO,SIM
1834,"IPAMERI, GO",2016-07-09,8,28,36,47,50,58,0,41,3133,0,49808.69,931.17,,35420563.5,18000000,34281248.36,SIM,SIM
1835,"BARREIRAS, BA",2016-07-12,8,15,18,45,59,60,0,46,2948,0,34131.37,760.82,,27231904,20000000,34694417.59,SIM,SIM
1836,"BARREIRAS, BA",2016-07-14,41,44,48,50,54,57,0,32,2346,0,66740.59,1300.51,,37043030.5,25000000,35256443.67,SIM,SIM
1837,"BARREIRAS, BA",2016-07-16,5,8,24,30,57,59,1,115,5293,25207139.21,20709.91,642.8,SALVADOR BA,41308785,2500000,35883190.85,NAO,SIM
1838,"PRESIDENTE KENNEDY, ES",2016-07-20,7,22,28,32,56,58,0,30,2933,0,46444.42,678.64,,24166919,18000000,36249857.37,SIM,SIM
1839,"PRESIDENTE KENNEDY, ES",2016-07-23,15,17,33,41,47,48,0,59,4879,0,38676.34,668.14,,39578910,22500000,36850358.45,SIM,SIM
1840,"ANÁPOLIS, GO",2016-07-27,3,6,13,38,49,51,0,81,6170,0,31142.44,584.05,,43752614.5,27000000,37514184.01,SIM,SIM
1841,"ANÁPOLIS, GO",2016-07-30,16,18,22,24,34,43,1,100,6722,27801637.78,29087.4,618.17,ALEGRETE RS,50451173.5,2500000,38279641.78,NAO,SIM
1842,"BOM JESUS DA LAPA, BA",2016-08-03,8,26,28,33,41,54,1,51,3046,2685394.05,28584.03,683.7,LAGARTO SE,25284829.5,2500000,38663269.52,NAO,SIM
1843,"BOM JESUS DA LAPA, BA",2016-08-06,3,4,37,39,48,50,0,21,2121,0,73375.18,1037.83,,26726059.5,19000000,39068763.96,SIM,SIM
1844,"PETROLINA, PE",2016-08-09,3,9,13,29,30,51,0,75,4312,0,19728.1,490.19,,25663326.5,21000000,39458134.34,SIM,SIM
1845,"PETROLINA, PE",2016-08-11,6,24,26,30,34,49,0,49,3189,0,42962.92,943.05,,36513736,27000000,40012129.85,SIM,SIM
1846,"PETROLINA, PE",2016-08-13,1,6,45,49,50,57,0,44,3678,0,56494.85,965.49,,43114960,32000000,40666280.75,SIM,SIM
1847,"FORTALEZA, CE",2016-08-17,9,40,41,50,55,58,0,46,3330,0,61215.95,1208.03,,48841485,38000000,41407315.92,SIM,SIM
1848,"FORTALEZA, CE",2016-08-20,3,5,11,27,35,44,0,194,11341,0,16355.46,399.68,,55033954.5,58000000,42242304.77,SIM,SIM
1849,"IPU, CE",2016-08-24,23,24,32,38,40,41,1,81,5935,58632725.66,48339.16,942.46,RIO DE JANEIRO RJ,67912631.5,2500000,43272692.12,NAO,SIM
1850,"IPU, CE",2016-08-27,8,18,21,22,35,37,0,40,3146,0,37468.65,680.56,,25995277,5100000,43667098.94,SIM,SIM
1851,"UBERLÂNDIA, MG",2016-08-31,13,17,29,45,49,50,0,83,4187,0,19320.44,547.13,,27813873.5,10000000,44089097.96,SIM,SIM
1852,"UBERLÂNDIA, MG",2016-09-03,1,2,34,39,41,45,1,28,2780,9543014.95,74219.7,1067.9,BRASÍLIA DF,36044890,3000000,44635980.02,NAO,SIM
1853,"LAGARTO, SE",2016-09-08,25,30,31,34,43,59,0,18,1548,0,70893.89,1177.63,,22133380.5,17000000,44971793.18,SIM,SIM
1854,"RIO DE JANEIRO, RJ",2016-09-10,6,10,15,24,38,39,0,55,4074,0,33818.44,652.22,,32261362,22000000,45461270.6,SIM,SIM
1855,"RIO DE JANEIRO, RJ",2016-09-14,2,9,14,22,32,37,0,122,7199,0,20190.03,488.79,,42723149,28000000,46109476.86,SIM,SIM
1856,"RIO DE JANEIRO, RJ",2016-09-17,13,23,25,35,52,53,0,198,5600,0,14706.29,742.81,,50505038.5,32000000,46875751.88,SIM,SIM
1857,"SÃO PAULO, SP",2016-09-20,22,28,30,33,55,59,0,53,3799,0,38788.97,773.06,,35657471.5,36000000,47416755.92,SIM,SIM
1858,"SÃO GONÇALO DO RIO ABAIXO, MG",2016-09-22,1,13,14,21,26,51,0,88,6049,0,32842.3,682.55,,50128274,57000000,48177314.58,SIM,SIM
1859,"SÃO GONÇALO DO RIO ABAIXO, MG",2016-09-24,10,30,36,40,44,60,1,109,11392,57628178.83,33491.77,457.79,JUIZ DE FORA MG,63318563,2500000,49137999.58,NAO,SIM
1860,"ALPINÓPOLIS, MG",2016-09-28,2,4,9,35,45,60,0,41,3181,0,33009.81,607.8,,23474332,5500000,49494157.99,SIM,SIM
1861,"ALPINÓPOLIS, MG",2016-10-01,2,8,35,42,49,56,2,99,4549,2915182.12,18299.52,568.93,BELO HORIZONTE MG,31422552,3000000,49970908.78,NAO,SIM
1862,"SANTA BÁRBARA, MG",2016-10-05,16,23,45,56,58,59,0,31,2542,0,45038.97,784.65,,24216790.5,5500000,50338331.96,SIM,SIM
1863,"SANTA BÁRBARA, MG",2016-10-08,4,5,14,37,40,60,0,43,3530,0,44370.39,772.12,,33092391.5,22000000,50840417.97,SIM,SIM
1864,"PIRIPIRI, PI",2016-10-13,1,5,31,32,37,42,0,38,3936,0,65074.31,897.51,,42890351,27000000,51491161.05,SIM,SIM
1865,"PIRIPIRI, PI",2016-10-15,14,17,36,38,44,60,0,129,6185,0,20175.94,601.15,,45142954.5,33000000,52176081.21,SIM,SIM
1866,"SÃO PAULO, SP",2016-10-18,3,10,17,21,22,43,0,96,6158,0,21908.52,487.91,,36479653,35000000,52729559.6,SIM,SIM
1867,"SANTOS DUMONT, MG",2016-10-20,1,5,23,25,28,31,0,181,7846,0,14723.32,485.21,,46222218,42000000,53430854.59,SIM,SIM
1868,"SANTOS DUMONT, MG",2016-10-22,11,23,24,26,40,52,0,66,4827,0,49705.43,970.89,,56900256,64000000,54294159.45,SIM,SIM
1869,"TERESINA, PI",2016-10-26,18,20,30,32,33,40,0,98,7040,0,48674.1,967.95,,82735219,75000000,55549438.8,SIM,SIM
1870,"TERESINA, PI",2016-10-29,3,11,17,33,52,58,1,275,15560,76548193.31,20893.81,527.52,VARGINHA MG,99659087.5,2500000,57061491.27,NAO,SIM
1871,"URUÇUÍ, PI",2016-11-03,11,13,25,39,46,56,0,25,2790,0,55160.14,706.09,,23918384,5000000,57424386.96,SIM,SIM
1872,"URUÇUÍ, PI",2016-11-05,5,25,28,41,53,54,0,27,3152,0,61995.05,758.64,,29032685.5,9000000,57864878.1,SIM,SIM
1873,"SÃO PAULO, SP",2016-11-08,10,28,37,43,44,47,0,16,1933,0,85109.69,1006.39,,23619214.5,29000000,58223234.72,SIM,SIM
1874,"POÇOS DE CALDAS, MG",2016-11-10,1,45,47,52,53,55,1,45,2828,29697112.87,51595.3,1172.85,APARECIDA DE GOIÂNIA GO,40270688.5,2500000,58834231.63,NAO,SIM
1875,"POÇOS DE CALDAS, MG",2016-11-12,7,18,39,41,44,51,0,23,2308,0,62070.94,883.65,,24761821,5800000,59209924.16,SIM,SIM
1876,"VARGINHA, MG",2016-11-16,13,16,23,24,32,35,0,90,4306,0,15617,466.3,,24378487,8400000,59579800.64,SIM,SIM
1877,"VARGINHA, MG",2016-11-19,12,16,26,40,56,57,0,36,2981,0,58126.73,1002.8,,36294835.5,13400000,60130474.92,SIM,SIM
1878,"BAIXO GUANDU, ES",2016-11-23,5,10,20,57,58,59,1,103,4610,12957556.93,20469.69,653.35,Montes Claros MG,36569155,15000000,60685311.25,NAO,SIM
1879,"BAIXO GUANDU, ES",2016-11-26,5,16,19,37,51,56,0,65,5045,0,33082.62,608.91,,37297494.5,20000000,61251198.12,SIM,SIM
1880,"SÃO GABRIEL DA PALHA, ES",2016-11-30,3,10,30,44,53,56,1,44,4024,18918141.78,50878.02,794.74,SALVADOR BA,38828384,3000000,61840312.04,NAO,SIM
1881,"SÃO GABRIEL DA PALHA, ES",2016-12-03,9,10,19,35,37,41,0,25,3054,0,64051.3,749.03,,27773742.5,6000000,62261702.19,SIM,SIM
1882,"VILHENA, RO",2016-12-07,16,27,28,47,59,60,0,30,2896,0,56930.77,842.5,,29623391,9600000,62711155.64,SIM,SIM
1883,"VILHENA, RO",2016-12-10,1,4,23,32,38,59,0,47,3839,0,43216.38,755.84,,35230006,25000000,63245674.06,SIM,SIM
1884,"CANTO DO BURITI, PI",2016-12-14,7,14,18,23,32,59,0,88,6170,0,27665.59,563.68,,42226884,33000000,63886350.87,SIM,SIM
1885,"CANTO DO BURITI, PI",2016-12-17,3,7,15,40,45,54,0,72,6962,0,39561.62,584.48,,49405237,36000000,64635939.43,SIM,SIM
1886,"SÃO PAULO, SP",2016-12-20,11,23,34,41,46,56,0,54,3496,0,40268.09,888.55,,37715622,40000000,65208170.24,SIM,SIM
1887,"JI-PARANÁ, RO",2016-12-22,1,10,17,18,45,48,2,113,7195,20091578.77,25665.88,575.84,CAMPINAS SP,50303820,3000000,65971392.33,NAO,SIM
1888,"JI-PARANÁ, RO",2016-12-24,16,23,25,28,30,44,0,49,3138,0,28397.25,633.46,,24134523,225000000,82505122.23,SIM,SIM
1889,"SÃO PAULO, SP",2016-12-31,5,11,22,24,51,53,6,1665,124889,36824758.22,25481.21,485.3,SALVADOR BA FORTALEZA CE TRIZIDELA DO VALE MA BELO HORIZONTE MG CAMPO GRANDE MS FAZENDA VILANOVA RS,735869326.5,2500000,0,NAO,SIM
1890,"SÃO PAULO, SP",2017-01-04,1,3,19,23,47,58,0,46,3488,0,26153.43,492.73,,20866660.5,4500000,316594.18,SIM,SIM
1891,"SÃO PAULO, SP",2017-01-07,6,17,22,30,37,50,0,31,2623,0,52421.85,885.07,,28186455.5,8000000,744246.11,SIM,SIM
1892,"BELÉM, PA",2017-01-11,16,17,19,28,45,58,0,44,3162,0,37826.41,751.94,,28867835.5,11000000,1182236.1,SIM,SIM
1893,"BELÉM, PA",2017-01-14,21,31,35,53,54,57,0,37,2761,0,56148.15,1074.91,,36033266.5,25000000,1728941.8,SIM,SIM
1894,"TEÓFILO OTONI, MG",2017-01-18,2,3,5,10,15,34,0,175,10199,0,13303.72,326.1,,40381043.5,28000000,2341613.05,SIM,SIM
1895,"TEÓFILO OTONI, MG",2017-01-21,3,6,14,15,21,25,1,133,7692,28783383.17,19529.58,482.4,ITANHAÉM SP,45051695.5,2500000,3025148.59,NAO,SIM
1896,"SANTARÉM, PA",2017-01-25,9,22,25,47,52,58,0,46,2873,0,28168.68,644.3,,22474543,5000000,3366137.96,SIM,SIM
1897,"SANTARÉM, PA",2017-01-28,12,34,45,53,55,58,0,32,2722,0,51269.12,861.03,,28455896,9000000,3797877.91,SIM,SIM
1898,"MACEIÓ, AL",2017-02-01,20,23,35,36,44,48,0,39,3023,0,45462.41,837.87,,30752715,24000000,4264465.77,SIM,SIM
1899,"MACEIÓ, AL",2017-02-04,8,11,27,28,43,46,0,87,5573,0,29411.18,655.91,,44381116.5,30000000,4937827.12,SIM,SIM
1900,"ITABIRA, MG",2017-02-08,11,12,26,30,37,53,0,60,4645,0,46078.62,850.28,,47953150,35000000,5665384.27,SIM,SIM
1901,"ITABIRA, MG",2017-02-11,2,7,9,18,21,25,3,367,13764,11813566.31,8583.27,326.94,IPATINGA MG ITU SP SANTA CRUZ DA CONCEIÇÃO SP,54636827,3000000,6494347.82,NAO,SIM
1902,"LAGOA DA PRATA, MG",2017-02-15,9,10,15,28,43,45,0,41,3205,0,33533.69,612.82,,23846886,5000000,6856158.71,SIM,SIM
1903,"LAGOA DA PRATA, MG",2017-02-18,12,15,18,21,51,56,0,82,4003,0,20742.5,607,,29501318,22000000,7303760.06,SIM,SIM
1904,"SÃO PAULO, SP",2017-02-21,29,35,43,54,56,57,0,22,2351,0,70438.67,941.63,,26878204.5,25000000,7711562.87,SIM,SIM
1905,"SÃO PAULO, SP",2017-02-23,6,27,33,39,40,60,0,54,3833,0,38424.36,773.32,,35988757,30000000,8257593.26,SIM,SIM
1906,"SÃO PAULO, SP",2017-02-25,3,25,35,38,44,48,0,55,4353,0,42855.91,773.54,,40882726.5,35000000,8877876.17,SIM,SIM
1907,"SÃO PAULO, SP",2017-03-01,4,10,13,23,27,57,0,95,5839,0,17555.12,408.02,,28926369.5,38000000,9316754.26,SIM,SIM
1908,"SÃO PAULO, SP",2017-03-04,11,40,43,45,47,57,0,27,4423,0,122896.6,1071.73,,57553279,58000000,10189966.95,SIM,SIM
1909,"SERRA NEGRA, SP",2017-03-08,6,9,15,22,39,48,1,219,10816,59741202.88,19333.81,559.23,CONCEIÇÃO DO PARÁ MG,73439205,3000000,11304204.85,NAO,SIM
1910,"SERRA NEGRA, SP",2017-03-11,16,18,23,30,32,33,0,42,2817,0,36634.43,780.28,,26687335.5,6000000,11709111.76,SIM,SIM
1911,"BARRA BONITA, SP",2017-03-15,10,13,33,35,36,42,1,43,4556,5848882.96,38057.25,513.12,CAMPINA GRANDE PB,28383915,3000000,12139759.59,NAO,SIM
1912,"BARRA BONITA, SP",2017-03-18,4,14,17,43,52,56,0,43,2960,0,35274.91,732.05,,26308782.5,6000000,12538922.98,SIM,SIM
1913,"TEODORO SAMPAIO, SP",2017-03-22,16,29,33,39,42,44,1,27,2403,5805678.69,60549.38,971.9,VITORIA DE SANTO ANTÃO PE,28355670,16000000,12969142.27,NAO,SIM
1914,"TEODORO SAMPAIO, SP",2017-03-25,2,20,21,33,48,57,0,39,3429,0,53170.03,863.9,,35966479.5,20000000,13514834.66,SIM,SIM
1915,"SUZANO, SP",2017-03-29,3,9,18,23,50,52,0,100,5478,0,23094.5,602.26,,40056670.5,25000000,14122584.45,SIM,SIM
1916,"SUZANO, SP",2017-04-01,4,21,25,33,36,46,0,70,5412,0,38222.98,706.26,,46407588.5,30000000,14826691.93,SIM,SIM
1917,"CANTAGALO, RJ",2017-04-05,16,17,20,22,38,50,0,67,5269,0,44701.88,812.03,,51947780.5,36000000,15614856.6,SIM,SIM
1918,"CANTAGALO, RJ",2017-04-08,11,28,37,45,54,60,0,67,5858,0,50218.8,820.52,,58358968.5,59000000,16500293.42,SIM,SIM
1919,"CANELA, RS",2017-04-12,25,31,33,39,43,45,0,90,6586,0,45091.85,880.27,,70389350.5,65000000,17568258.17,SIM,SIM
1920,"CANELA, RS",2017-04-15,10,15,16,19,28,35,0,127,9277,0,30856.7,603.45,,67970381.5,75000000,18599521.71,SIM,SIM
1921,"SÃO FIDÉLIS, RJ",2017-04-19,20,22,36,38,41,43,0,124,8817,0,43174.39,867.41,,92856928.5,88000000,20008370.14,SIM,SIM
1922,"SÃO FIDÉLIS, RJ",2017-04-22,9,34,42,45,46,59,0,110,9351,0,50376.11,846.56,,96113356.5,97000000,21466625.91,SIM,SIM
1923,"FRANCO DA ROCHA, SP",2017-04-26,12,16,30,52,53,58,1,188,11382,101484527.44,41109.03,970.01,JACIARA MT,134048376,35000000,23500441.23,NAO,SIM
1924,"FRANCO DA ROCHA, SP",2017-04-29,1,17,38,43,45,47,0,50,5258,0,53604.54,728.2,,46487696.5,40000000,24205764.14,SIM,SIM
1925,"ANASTÁCIO, MS",2017-05-03,2,3,14,20,30,46,1,95,6741,41318205.91,31887.41,641.97,SÃO PAULO SP,52542315,3000000,25002949.22,NAO,SIM
1926,"ANASTÁCIO, MS",2017-05-06,5,11,13,19,30,31,1,140,7385,3343108.9,12963.07,351.06,PORTO ALEGRE RS,31477666.5,2500000,25480536.22,NAO,SIM
1927,"LUCAS DO RIO VERDE, MT",2017-05-09,10,26,28,51,53,59,0,28,1630,0,31886.89,782.5,,15485907.5,3500000,25715492.26,SIM,SIM
1928,"LUCAS DO RIO VERDE, MT",2017-05-11,3,10,23,36,43,52,0,45,3225,0,29973.67,597.48,,23394773.5,18000000,26070443.6,SIM,SIM
1929,"LUCAS DO RIO VERDE, MT",2017-05-13,4,17,18,37,52,56,0,50,4712,0,41471.66,628.66,,35965646.5,24000000,26616123.36,SIM,SIM
1930,"PONTES E LACERDA, MT",2017-05-17,2,8,9,15,22,34,0,131,8918,0,19252.27,404,,43744127,30000000,27279820.15,SIM,SIM
1931,"PONTES E LACERDA, MT",2017-05-20,10,16,21,29,44,55,0,72,5449,0,38379.16,724.45,,47928555.5,34000000,28007004.13,SIM,SIM
1932,"SANTO ANTONIO DE JESUS, BA",2017-05-24,2,14,15,19,35,59,0,86,6417,0,32514.14,622.5,,48499493,40000000,28742850.52,SIM,SIM
1933,"SANTO ANTONIO DE JESUS, BA",2017-05-27,8,23,35,39,56,59,0,105,6699,0,30987.58,693.85,,56434322,65000000,29599086.1,SIM,SIM
1934,"PARAÍBA DO SUL, RJ",2017-05-31,1,3,10,17,23,24,3,497,18964,20928347.7,7778.22,291.21,CONTAGEM MG BOA ESPERANÇA PR RIO DE JANEIRO RJ,67050592,3000000,30616394.37,NAO,SIM
1935,"PARAÍBA DO SUL, RJ",2017-06-03,3,12,24,40,51,52,0,43,2686,0,38440.62,879.13,,28669844,6500000,31051380.39,SIM,SIM
1936,"ITATIBA, SP",2017-06-07,6,10,24,29,43,55,1,71,4055,6310224.41,24966.25,624.48,FORTALEZA CE,30745253,3000000,31517855.04,NAO,SIM
1937,"ITATIBA, SP",2017-06-10,10,16,32,40,42,54,0,24,2220,0,65892.57,1017.64,,27429262,6500000,31934018.64,SIM,SIM
1938,"CONCEIÇÃO DO MATO DENTRO, MG",2017-06-14,7,24,29,39,45,52,0,59,3620,0,28676.64,667.68,,29345851.5,21000000,32379261.21,SIM,SIM
1939,"CONCEIÇÃO DO MATO DENTRO, MG",2017-06-17,9,13,16,17,36,47,0,95,6468,0,22002.44,461.66,,36254417.5,26700000,32929322.27,SIM,SIM
