,Local,Data do Sorteio,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Ganhadores Faixa 1,Ganhadores Faixa 2,Ganhadores Faixa 3,Rateio Faixa 1,Rateio Faixa 2,Rateio Faixa 3,Cidade,Valor Arrecadado,Estimativa para o próximo concurso,Valor Acumulado Próximo Concurso,Acumulado,Sorteio Especial
837,"GUARATUBA, PR",2007-01-31,9,23,30,38,44,47,0,41,2825,0,16256.65,235.05,,0,0,0,SIM,SIM
838,"GUARATUBA, PR",2007-02-03,7,8,11,18,37,43,0,77,5314,0,11092.88,160.13,,0,0,0,SIM,SIM
839,"CABO FRIO, RJ",2007-02-07,17,29,31,35,43,59,0,94,5512,0,11603.23,197.13,,0,0,0,SIM,SIM
840,"Cabo Frio, RJ",2007-02-10,7,22,32,36,38,51,0,67,5162,0,18656.13,241.23,,0,0,0,SIM,SIM
841,"SÃO PAULO, SP",2007-02-14,7,9,30,44,51,60,0,58,4700,0,21165.39,260.2,,0,0,0,SIM,SIM
842,"PORTO SEGURO, BA",2007-02-17,1,16,34,36,45,48,0,68,5642,0,19914.21,239.1,,0,0,0,SIM,SIM
843,"Balneário Camboriú, SC",2007-02-24,16,24,34,44,54,57,0,91,7679,0,18846.39,222.5,,0,0,0,SIM,SIM
844,"Capão da Canoa, RS",2007-02-28,14,19,20,40,48,52,0,67,5308,0,26277.83,330.43,,0,0,0,SIM,SIM
845,"Capão da Canoa, RS",2007-03-03,2,3,44,47,50,54,0,82,6231,0,24621.43,322.79,,0,0,0,SIM,SIM
846,"SÃO PAULO, SP",2007-03-07,14,15,27,42,44,48,1,242,14062,40484388.84,10411.84,178.5,RS,0,0,0,NAO,SIM
847,"SALVADOR, BA",2007-03-10,17,27,32,34,47,56,1,90,4602,1351049.04,8578.09,167.13,MG,0,0,0,NAO,SIM
848,"ARACAJU, SE",2007-03-14,8,9,39,44,49,58,0,33,2208,0,20408.37,303.87,,0,0,0,SIM,SIM
849,"Aracaju, SE",2007-03-17,7,22,25,44,59,60,0,117,6520,0,9690.08,173.22,,0,0,0,SIM,SIM
850,"ALTINÓPOLIS, SP",2007-03-21,3,16,19,32,35,58,3,177,7593,4966312.44,6635.61,154.1,SP,0,0,0,NAO,SIM
851,"Batatais, SP",2007-03-24,6,14,23,34,38,44,0,42,3489,0,16051.24,192.5,,0,0,0,SIM,SIM
852,"SÃO PAULO, SP",2007-03-28,30,38,46,51,56,59,0,17,1465,0,43287.28,500.41,,0,0,0,SIM,SIM
853,"UBERLÂNDIA, MG",2007-03-31,3,17,24,25,27,44,0,88,7056,0,10150.39,126.11,,0,0,0,SIM,SIM
854,"CÁSSIA, MG",2007-04-04,3,24,31,42,43,53,0,59,3478,0,16966.53,286.73,,0,0,0,SIM,SIM
855,"Ibiraci, MG",2007-04-07,11,15,40,41,42,47,0,37,2924,0,25678.52,323.71,,0,0,0,SIM,SIM
856,"Londrina, PR",2007-04-11,2,3,17,49,50,59,0,71,4732,0,17126.48,256,,0,0,0,SIM,SIM
857,"Londrina, PR",2007-04-14,4,18,23,31,37,54,2,185,8821,8889537.74,7541.37,157.56,PR,0,0,0,NAO,SIM
858,"CURITIBA, PR",2007-04-18,9,12,34,46,47,57,0,35,3275,0,18296.99,194.8,,0,0,0,SIM,SIM
859,"ITAPETININGA, SP",2007-04-23,2,8,17,22,42,44,0,111,6853,0,8602.66,138.82,,0,0,0,SIM,SIM
860,"ITAPETININGA, SP",2007-04-25,39,40,42,47,59,60,1,34,2296,10840760.96,25977.84,383.23,ES,0,0,0,NAO,SIM
861,"ITAPETININGA, SP",2007-04-28,2,8,11,12,19,35,1,99,5632,1152211.3,6650.57,116.46,RS,0,0,0,NAO,SIM
862,"TRÊS DE MAIO, RS",2007-05-02,15,24,32,50,53,57,0,25,1454,0,18975.51,325.04,,0,0,0,SIM,SIM
863,"SANTO ÂNGELO, RS",2007-05-05,8,11,31,33,42,57,0,47,2926,0,16053.56,256.9,,0,0,0,SIM,SIM
864,"NATAL, RN",2007-05-09,23,26,27,41,51,53,0,28,2694,0,31424.15,325.36,,0,0,0,SIM,SIM
865,"NATAL, RN",2007-05-12,5,27,36,40,46,48,0,46,3704,0,23174.32,286.71,,0,0,0,SIM,SIM
866,"São Paulo, SP",2007-05-16,10,19,26,28,44,54,0,51,4381,0,20699.48,240.06,,0,0,0,SIM,SIM
867,"Santa Cruz, RN",2007-05-19,21,22,25,40,51,57,0,37,3453,0,32369.99,345.54,,0,16000000,0,SIM,SIM
868,"IPORÁ, GO",2007-05-23,27,29,42,49,50,51,1,57,3912,16192436.64,20414.39,296.32,SP,0,9000000,0,NAO,SIM
869,"IPORÁ, GO",2007-05-26,8,21,34,40,43,52,0,26,2923,0,34488.2,305.61,,0,10000000,0,SIM,SIM
870,"ANANINDEUA, PA",2007-05-30,1,5,10,17,47,58,0,80,6225,0,12453.39,159.45,,0,12000000,0,SIM,SIM
871,"ANANINDEUA, PA",2007-06-02,5,18,31,43,55,58,0,81,4636,0,14747.74,256.7,,0,14000000,0,SIM,SIM
872,"CAMPOS DOS GOYTACAZES, RJ",2007-06-06,4,19,30,34,57,59,0,70,5051,0,17932.61,247.59,,0,17000000,0,SIM,SIM
873,"CAMPOS DOS GOYTACAZES, RJ",2007-06-09,10,20,42,44,52,59,0,32,3024,0,39615.01,417.62,,0,26000000,0,SIM,SIM
874,"OURINHOS, SP",2007-06-13,18,20,24,36,53,58,1,153,8240,26631943.24,11566.24,213.95,SP,0,1500000,0,NAO,SIM
875,"OURINHOS, SP",2007-06-16,4,8,12,41,45,60,0,30,3847,0,29219.33,227,,0,3000000,0,SIM,SIM
876,"SANTA TERESA, ES",2007-06-20,13,15,20,28,31,36,0,69,4817,0,14440.64,206.07,,0,5000000,0,SIM,SIM
877,"SANTA TERESA, ES",2007-06-23,11,12,37,38,43,54,0,33,3702,0,29970.93,266.16,,0,7000000,0,SIM,SIM
878,"SÃO PAULO, SP",2007-06-27,10,28,29,35,42,46,0,45,3852,0,21995.08,255.98,,0,16000000,0,SIM,SIM
879,"LAGES, SC",2007-06-30,25,30,37,46,49,51,0,46,4314,0,28154.03,299.07,,0,18000000,0,SIM,SIM
880,"PALMAS, TO",2007-07-04,4,18,24,43,51,56,0,99,6959,0,14336.7,203.19,,0,22000000,0,SIM,SIM
881,"PALMAS, TO",2007-07-07,17,41,42,44,45,60,1,81,6642,21492982.24,20989.74,255,SC,0,1300000,0,NAO,SIM
882,"SALINAS, MG",2007-07-11,21,32,37,52,53,60,0,13,1494,0,51899.42,449.89,,0,2500000,0,SIM,SIM
883,"SALINAS, MG",2007-07-14,2,11,12,14,22,39,0,56,4752,0,15846.82,186.05,,0,12000000,0,SIM,SIM
884,"IPAMERI, GO",2007-07-18,4,13,31,33,47,51,0,114,6503,0,9254.88,161.63,,0,14000000,0,SIM,SIM
885,"IPAMERI, GO",2007-07-21,17,33,37,50,55,59,0,100,5764,0,12422.33,214.7,,0,17000000,0,SIM,SIM
886,"DOMINGOS MARTINS, ES",2007-07-25,1,12,21,32,34,44,0,79,4885,0,15886.22,255.94,,0,20000000,0,SIM,SIM
887,"DOMINGOS MARTINS, ES",2007-07-28,24,40,50,52,54,60,1,50,3672,18947548.96,28873.65,391.67,DF,0,1000000,0,NAO,SIM
888,"IRATI, PR",2007-08-01,20,24,34,39,54,60,0,21,1733,0,30883.09,372.81,,0,10000000,0,SIM,SIM
889,"IRATI, PR",2007-08-04,7,9,17,21,22,54,0,105,6983,0,10715.07,160.51,,0,12000000,0,SIM,SIM
890,"ANÁPOLIS, GO",2007-08-08,15,16,19,22,34,35,0,92,6400,0,13781.11,197.35,,0,15000000,0,SIM,SIM
891,"ANÁPOLIS, GO",2007-08-11,1,19,42,44,49,52,0,54,4782,0,28078.08,315.87,,0,18000000,0,SIM,SIM
892,"RIO DE JANEIRO, RJ",2007-08-15,3,18,26,51,53,56,0,105,6595,0,14747.51,233.91,,0,21000000,0,SIM,SIM
893,"URUAÇU, GO",2007-08-18,20,24,28,37,41,44,0,59,6653,0,31502.25,278.31,,0,33000000,0,SIM,SIM
894,"CRUZEIRO DO OESTE, PR",2007-08-22,2,41,43,55,57,58,0,82,6473,0,29366.19,370.6,,0,40000000,0,SIM,SIM
895,"CRUZEIRO DO OESTE, PR",2007-08-25,5,11,22,31,35,41,0,98,10769,0,31002.68,281.06,,0,45000000,0,SIM,SIM
896,"GUARAMIRIM, SC",2007-08-29,7,21,22,43,46,57,0,212,16644,0,18019.32,228.65,,0,54000000,0,SIM,SIM
897,"GUARAMIRIM, SC",2007-09-01,3,4,8,30,45,54,2,596,27120,27782053.83,8828.84,193.29,RO,0,1500000,0,NAO,SIM
898,"SÃO LUIS, MA",2007-09-05,18,20,36,53,54,58,0,948,3559,0,951.79,252.57,,0,24000000,0,SIM,SIM
899,"SÃO LUIS, MA",2007-09-08,4,18,21,34,38,59,1,89,6184,23334752.92,15842,227.14,DF,0,1500000,0,NAO,SIM
900,"RIO CLARO, SP",2007-09-12,13,16,32,33,34,56,0,100,5617,0,9381.13,166.39,,0,3500000,0,SIM,SIM
901,"OURO PRETO , MG",2007-09-15,18,23,50,52,55,58,0,68,3490,0,17237.57,334.59,,0,6000000,0,SIM,SIM
902,"SÃO GONÇALO, RJ",2007-09-19,5,17,20,32,41,55,0,62,4688,0,19346.4,254.89,,0,8000000,0,SIM,SIM
903,"SÃO GONÇALO, RJ",2007-09-22,32,44,48,51,53,59,0,72,4007,0,18874.08,337.86,,0,18000000,0,SIM,SIM
904,"BOM DESPACHO, MG",2007-09-26,2,4,15,16,55,57,1,89,6223,18405503.18,16931.26,241.23,RJ,0,1500000,0,NAO,SIM
905,"FORMIGA, MG",2007-09-29,7,14,24,29,35,39,1,49,4239,1583115.71,18461.99,212.6,MT,0,1500000,0,NAO,SIM
906,"RIBEIRÃO PRETO, SP",2007-10-03,9,36,37,41,51,53,0,25,2244,0,32080.72,356.05,,0,3000000,0,SIM,SIM
907,"RIBEIRÃO PRETO, SP",2007-10-06,1,9,19,25,50,52,0,120,6205,0,8660.71,166.86,,0,5000000,0,SIM,SIM
908,"CHAPECÓ, SC",2007-10-10,17,22,26,28,38,42,0,48,4586,0,21301.42,222.11,,0,14000000,0,SIM,SIM
909,"CHAPECÓ, SC",2007-10-13,3,15,27,29,36,53,0,107,6512,0,10618.33,173.81,,0,16000000,0,SIM,SIM
910,"NOVA IGUAÇU, RJ",2007-10-17,1,6,28,29,46,49,1,63,5376,15981772.55,21657.82,252.84,MT,0,1500000,0,NAO,SIM
911,"NOVA IGUAÇU, RJ",2007-10-20,4,19,21,26,29,54,0,62,4474,0,13412.1,185.16,,0,3000000,0,SIM,SIM
912,"SIQUEIRA CAMPOS, PR",2007-10-24,14,30,36,38,46,59,1,27,2683,2915782.13,30911.51,309.9,DF,0,1200000,0,NAO,SIM
913,"QUATIGUÁ, PR",2007-10-27,9,12,23,33,45,51,0,64,4731,0,12406.06,167.2,,0,10000000,0,SIM,SIM
914,"JUAZEIRO DO NORTE, CE",2007-10-31,17,20,26,28,48,49,1,44,3580,9448268.16,24127.91,295.43,GO,0,1500000,0,NAO,SIM
915,"JUAZEIRO DO NORTE, CE",2007-11-03,5,28,33,36,37,38,0,144,3220,0,4648.18,207.09,,0,2500000,0,SIM,SIM
916,"PARANAGUÁ, PR",2007-11-07,23,25,30,46,47,59,0,61,3491,0,14133.49,246.03,,0,4000000,0,SIM,SIM
917,"PARANAGUÁ, PR",2007-11-10,4,8,12,38,44,52,0,135,6883,0,7591.36,148.33,,0,6000000,0,SIM,SIM
918,"BAGÉ, RS",2007-11-14,3,25,31,41,43,60,0,37,3505,0,28441.93,299.1,,0,14000000,0,SIM,SIM
919,"BAGÉ, RS",2007-11-17,5,17,24,52,55,57,0,94,6584,0,12657.72,180.04,,0,16000000,0,SIM,SIM
920,"CAXIAS DO SUL, RS",2007-11-21,1,9,35,41,48,57,0,62,4365,0,21395.2,302.75,,0,20000000,0,SIM,SIM
921,"CAXIAS DO SUL, RS",2007-11-24,12,13,19,41,45,49,0,136,8735,0,11821.04,183.36,,0,22000000,0,SIM,SIM
922,"TERESÓPOLIS, RJ",2007-11-28,2,15,39,50,53,57,0,90,6122,0,19370.44,283.68,,0,26000000,0,SIM,SIM
923,"TERESOPOLIS, RJ",2007-12-01,2,20,21,27,51,60,0,90,7236,0,22081.88,273.61,,0,40000000,0,SIM,SIM
924,"GUARULHOS, SP",2007-12-05,8,22,36,37,46,52,1,132,10214,40628613.64,21261.85,273.74,SP,0,1200000,0,NAO,SIM
925,"Guarulhos, SP",2007-12-08,21,33,34,40,41,59,0,24,2019,0,35599.69,421.58,,0,3000000,0,SIM,SIM
926,"Picos, PI",2007-12-12,19,23,26,31,33,36,0,45,3499,0,20517.91,262.88,,0,5000000,0,SIM,SIM
927,"PICOS, PI",2007-12-15,4,10,32,33,49,60,1,43,4246,5077029.42,26127.01,263.59,SC,18230080.5,1000000,0,NAO,SIM
928,"Floriano, PI",2007-12-19,16,27,35,39,49,57,0,42,3095,0,18094.16,244.61,,0,11000000,0,SIM,SIM
929,"FLORIANO, PI",2007-12-22,20,28,37,46,49,55,0,73,5481,0,18344.9,243.81,,0,16000000,0,SIM,SIM
930,"Rio de Janeiro, RJ",2007-12-31,7,17,19,34,36,39,0,245,14573,0,9393.97,157.93,,0,20000000,0,SIM,SIM
931,"Macaé, RJ",2008-01-05,2,17,21,36,42,53,1,196,10515,19685655.01,11370.01,211.94,RN,0,1300000,0,NAO,SIM
932,"PENEDO, AL",2008-01-09,8,14,25,39,45,51,0,66,3308,0,11712.22,233.68,,0,3000000,0,SIM,SIM
933,"PENEDO, AL",2008-01-12,1,3,21,25,44,48,0,55,5101,0,17289.83,186.42,,0,15000000,0,SIM,SIM
934,"Aracaju, SE",2008-01-16,7,13,18,29,31,45,0,243,10898,0,5396.61,120.33,,0,17000000,0,SIM,SIM
935,"Aracaju, SE",2008-01-19,5,14,22,29,33,44,2,144,9280,8699137.89,10297.63,159.79,RJ,0,1200000,0,NAO,SIM
936,"SÃO JOÃO DA BARRA, RJ",2008-01-23,2,21,22,30,41,52,0,20,1763,0,36413.65,413.09,,0,3000000,0,SIM,SIM
937,"São João da Barra, RJ",2008-01-26,15,27,35,50,57,59,0,39,3235,0,23406.66,282.18,,0,5000000,0,SIM,SIM
938,"GUARAPARI, ES",2008-01-30,6,19,23,37,49,50,0,103,5670,0,9216.78,167.43,,0,13500000,0,SIM,SIM
939,"GUARAPARI, ES",2008-02-02,5,25,31,33,37,51,0,109,6936,0,11635.12,182.85,,0,15000000,0,SIM,SIM
940,"POÇOS DE CALDAS, MG",2008-02-06,10,11,15,27,53,60,0,37,3406,0,20206.51,219.51,,0,16000000,0,SIM,SIM
941,"POÇOS DE CALDAS, MG",2008-02-09,5,8,18,42,52,59,0,73,5310,0,20890.58,287.2,,0,20000000,0,SIM,SIM
942,"PEDREIRA, SP",2008-02-13,3,12,23,41,47,58,1,116,7783,20498366.41,14963.79,223.02,RS,0,1100000,0,NAO,SIM
943,"PEDREIRA, SP",2008-02-16,16,37,43,52,58,59,0,21,2669,0,38432.28,302.39,,0,11000000,0,SIM,SIM
944,"SÃO PAULO, SP",2008-02-20,4,8,27,44,54,59,0,118,6615,0,9974.16,177.92,,0,13000000,0,SIM,SIM
945,"CAPÃO DA CANOA, RS",2008-02-23,1,5,12,47,52,59,0,92,6373,0,15029.8,216.97,,0,16000000,0,SIM,SIM
946,"SÃO PAULO, SP",2008-02-27,3,5,11,14,33,58,1,95,8955,16035424.27,15271.45,162.01,SP,0,1500000,0,NAO,SIM
947,"CRICIUMA, SC",2008-03-01,22,41,44,46,52,54,0,30,2141,0,27177.27,380.81,,0,3000000,0,SIM,SIM
948,"SÃO LOURENÇO DO SUL, RS",2008-03-05,1,23,41,44,51,52,0,28,2679,0,31580.9,330.08,,0,12000000,0,SIM,SIM
949,"SÃO LOURENÇO DO SUL, RS",2008-03-08,23,41,42,48,49,59,0,43,3953,0,30111.09,327.54,,0,15000000,0,SIM,SIM
950,"SÃO PAULO, SP",2008-03-12,14,24,34,39,49,55,0,41,3894,0,33969.92,357.67,,0,17000000,0,SIM,SIM
951,"FRANCISCO BELTRÃO, PR",2008-03-15,2,11,18,27,30,54,0,132,7126,0,11947.28,221.31,,0,20000000,0,SIM,SIM
952,"SÃO PAULO, SP",2008-03-19,1,16,39,42,48,55,1,71,5055,20509951.37,23622.38,331.79,MG,0,1200000,0,NAO,SIM
953,"ITAPERUNA, RJ",2008-03-22,5,8,18,24,33,57,0,81,5213,0,7848.36,121.95,,0,11000000,0,SIM,SIM
954,"SÃO PAULO, SP",2008-03-26,5,12,21,32,33,35,2,90,6180,5678963.92,12848.01,187.11,MG,0,1200000,0,NAO,SIM
955,"NOVA LIMA, MG",2008-03-29,46,47,51,54,57,59,1,38,2468,1385109.95,20828.72,320.7,SP,0,1300000,0,NAO,SIM
956,"SÃO PAULO, SP",2008-04-02,24,25,32,34,50,57,0,24,2210,0,30247.28,328.48,,0,2500000,0,SIM,SIM
957,"JACAREÍ, SP",2008-04-05,7,13,22,33,48,51,3,269,8718,978205.14,3535.28,109.09,BA,0,1300000,0,NAO,SIM
958,"SANTO ANDRÉ, SP",2008-04-09,3,5,11,33,39,57,0,138,7139,0,5376.4,103.93,,0,8500000,0,SIM,SIM
959,"SANTO ANDRÉ, SP",2008-04-12,6,18,19,33,34,53,0,73,4852,0,15299.06,230.18,,0,11000000,0,SIM,SIM
960,"SÃO PAULO, SP",2008-04-16,2,4,16,21,36,53,0,81,7193,0,15330.15,172.63,,0,13000000,0,SIM,SIM
961,"SÃO FRANCISCO DO SUL, SC",2008-04-19,2,11,40,48,49,55,1,41,3554,13272508.39,33285.83,384,RS,0,1200000,0,NAO,SIM
962,"NOVA VENÉCIA, ES",2008-04-23,15,17,37,48,50,59,0,30,2644,0,20269.81,229.99,,0,2300000,0,SIM,SIM
963,"NOVA VENÉCIA, ES",2008-04-26,8,13,20,26,33,42,0,125,6128,0,7097.23,144.77,,0,11000000,0,SIM,SIM
964,"MONTE SIÃO, MG",2008-04-30,5,30,36,39,57,58,0,61,3934,0,18625.79,288.81,,0,13000000,0,SIM,SIM
965,"MONTE SIÃO, MG",2008-05-03,1,4,26,28,41,58,0,55,4397,0,21206.52,265.26,,0,15000000,0,SIM,SIM
966,"COLATINA, ES",2008-05-07,5,13,14,18,30,57,0,91,7445,0,15768.06,192.74,,0,18000000,0,SIM,SIM
967,"COLATINA, ES",2008-05-10,1,4,13,30,51,60,0,124,9572,0,13308.65,172.41,,0,22000000,0,SIM,SIM
968,"DUQUE DE CAXIAS, RJ",2008-05-14,13,25,35,41,50,56,1,82,6898,21823614.22,22684.9,269.67,PE,0,11000000,0,NAO,SIM
969,"DUQUE DE CAXIAS, RJ",2008-05-17,5,21,28,34,54,57,3,108,6144,3712467.76,10992.48,193.23,GO,0,1300000,0,NAO,SIM
970,"PATOS DE MINAS, MG",2008-05-21,4,11,14,33,44,45,0,66,4390,0,11508.75,173.02,,0,2700000,0,SIM,SIM
971,"PATOS DE MINAS, MG",2008-05-24,15,18,31,33,34,56,3,723,4082,912435.75,1112.86,197.11,PE,0,1200000,0,NAO,SIM
972,"CONCEIÇÃO DE MACABU, RJ",2008-05-28,1,8,30,36,47,53,0,36,2274,0,19679.25,311.55,,0,2500000,0,SIM,SIM
973,"CONCEIÇÃO DE MACABU, RJ",2008-05-31,12,16,20,31,38,45,0,93,4213,0,10307.56,227.53,,0,11000000,0,SIM,SIM
974,"REDENÇÃO, PA",2008-06-04,9,30,33,37,40,41,0,55,4524,0,25191.37,306.26,,0,13500000,0,SIM,SIM
975,"REDENÇÃO, PA",2008-06-07,14,23,25,28,38,53,0,74,6395,0,21152.88,244.77,,0,16000000,0,SIM,SIM
976,"GOIÁS, GO",2008-06-11,3,5,7,9,17,32,1,452,24482,16584111.63,3767.1,69.55,SP,0,1300000,0,NAO,SIM
977,"GOIÁS, GO",2008-06-14,12,16,18,27,42,58,0,69,4616,0,13220.26,197.61,,0,3500000,0,SIM,SIM
978,"IGUAPE, SP",2008-06-18,3,15,28,31,39,51,0,42,3714,0,23261.38,263.05,,0,13000000,0,SIM,SIM
979,"JACUPIRANGA, SP",2008-06-21,15,17,29,35,36,59,0,88,6837,0,16054.57,206.64,,0,16000000,0,SIM,SIM
980,"BARREIRAS, BA",2008-06-25,1,8,34,41,53,58,0,74,4974,0,20200.29,300.53,,0,19000000,0,SIM,SIM
981,"BARREIRAS, BA",2008-06-28,8,12,24,40,43,49,0,125,8510,0,14102.62,207.15,,0,23000000,0,SIM,SIM
982,"CRAVINHOS, SP",2008-07-02,16,22,32,38,40,45,1,244,9930,24038180.79,10258.56,252.07,SC,0,1500000,0,NAO,SIM
983,"MORRO AGUDO, SP",2008-07-05,4,10,20,43,46,47,0,38,2643,0,26313.69,378.33,,0,15000000,0,SIM,SIM
984,"IPAMERI, GO",2008-07-09,4,16,18,46,56,59,0,55,4846,0,26215.6,297.54,,0,17000000,0,SIM,SIM
985,"IPAMERI, GO",2008-07-12,6,15,19,24,31,32,0,120,7953,0,15043.78,226.99,,0,21000000,0,SIM,SIM
986,"RIO CLARO, SP",2008-07-16,13,27,31,34,47,58,0,193,10923,0,10707.6,189.19,,0,25000000,0,SIM,SIM
987,"RIO CLARO, SP",2008-07-19,8,17,46,48,56,60,0,73,6874,0,31767.36,337.36,,0,30000000,0,SIM,SIM
988,"TOLEDO, PR",2008-07-23,2,21,27,29,32,38,0,130,10296,0,23437.38,295.93,,0,52000000,0,SIM,SIM
989,"JEQUERI, MG",2008-07-26,2,10,15,18,29,39,2,290,20863,26586140.51,18062.91,251.08,MG,0,2000000,0,NAO,SIM
990,"BARRA DO GARÇAS, MT",2008-07-30,8,9,15,38,41,60,0,36,3028,0,26823.95,318.91,,0,4000000,0,SIM,SIM
991,"ARAGARÇAS, GO",2008-08-02,1,4,6,8,25,28,0,330,13216,0,3731.21,93.17,,0,6000000,0,SIM,SIM
992,"TREMEMBÉ, SP",2008-08-06,5,24,25,26,42,60,0,68,5121,0,18539.43,246.18,,0,8500000,331758.21,SIM,SIM
993,"TREMEMBÉ, SP",2008-08-09,3,20,29,40,44,58,0,47,3838,0,31786.28,389.25,,0,25000000,724904.25,SIM,SIM
994,"BAURU, SP",2008-08-13,4,16,31,36,54,55,0,76,6790,0,24991.48,279.73,,0,30000000,1224733.92,SIM,SIM
995,"BAURU, SP",2008-08-16,7,15,20,21,23,29,2,165,11901,14458257.67,13209.87,183.15,SC,0,1500000,1798320.37,NAO,SIM
996,"PONTE NOVA, MG",2008-08-20,9,17,18,32,53,55,0,40,3203,0,22382.42,279.52,,0,3600000,2033924.78,SIM,SIM
997,"PONTE NOVA, MG",2008-08-23,3,4,21,22,28,32,0,40,4526,0,27708.98,244.89,,0,6000000,2325598.27,SIM,SIM
998,"PRESIDENTE VENCESLAU, SP",2008-08-27,18,24,36,44,55,58,0,103,6681,0,11227.56,173.09,,0,17000000,2629924.18,SIM,SIM
999,"DUQUE DE CAXIAS, RJ",2008-08-30,29,38,39,49,53,58,0,41,3771,0,42451.22,461.55,,0,21000000,3087950.58,SIM,SIM
1000,"TABOÃO DA SERRA, SP",2008-09-03,12,15,27,37,51,60,0,87,7074,0,22084.42,271.6,,0,25000000,3593567.54,SIM,SIM
1001,"TABOÃO DA SERRA, SP",2008-09-06,3,7,25,31,40,58,1,174,10015,24880988.57,12267.86,213.14,MG,0,1500000,4155306.33,NAO,SIM
1002,"AMAMBAI, MS",2008-09-10,5,10,16,23,26,27,1,86,5694,1609524.9,10159.79,153.45,PE,0,1500000,4385238.47,NAO,SIM
1003,"AMAMBAI, MS",2008-09-13,29,40,43,44,45,47,0,34,2419,0,27732.08,389.79,,0,13000000,4633367.62,SIM,SIM
1004,"SÃO MATEUS DO SUL, PR",2008-09-17,4,6,12,37,41,42,1,67,5871,12989451.54,19748.63,225.37,RJ,0,1500000,4981567.17,NAO,SIM
1005,"SÃO MATEUS DO SUL, PR",2008-09-20,2,4,17,33,48,55,1,136,5935,1675260.09,6686.96,153.23,MG,0,1500000,5220890.05,NAO,SIM
1006,"TEUTÔNIA, RS",2008-09-24,4,27,36,37,49,52,0,46,2884,0,17494.4,279.04,,0,3500000,5432664.44,SIM,SIM
1007,"PORTÃO, RS",2008-09-27,7,13,15,34,42,48,0,159,8123,0,6334.47,124,,0,5000000,5697711.74,SIM,SIM
1008,"SÃO PAULO, SP",2008-10-01,1,6,12,29,34,58,2,111,5083,2591825.61,9027.57,197.14,PA,0,8000000,5961411.68,NAO,SIM
1009,"PENÁPOLIS, SP",2008-10-04,2,3,13,37,46,54,0,61,4679,0,18487.52,241.02,,0,10000000,6258185.06,SIM,SIM
1010,"VENDA NOVA DO IMIGRANTE, ES",2008-10-08,2,11,21,30,35,52,0,113,3889,0,10999.46,319.6,,0,12500000,6585274.33,SIM,SIM
1011,"VENDA NOVA DO IMIGRANTE, ES",2008-10-11,14,19,40,47,55,58,0,43,3755,0,34250.51,392.21,,0,16000000,6972845.83,SIM,SIM
1012,"CAMPINAS DO SUL, RS",2008-10-15,7,9,12,19,20,41,1,178,10125,15668367.92,8371.4,147.17,SP,0,1600000,7364979.48,NAO,SIM
1013,"IJUÍ, RS",2008-10-18,8,9,25,41,57,60,0,65,3861,0,13760.77,231.66,,0,11000000,7600361.16,SIM,SIM
1014,"ARCOS, MG",2008-10-22,3,8,17,26,28,49,0,110,8105,0,11111.5,150.81,,0,14000000,7922009.86,SIM,SIM
1015,"SANTO ANTÔNIO DO MONTE, MG",2008-10-25,5,9,11,20,25,60,1,174,9476,13814409.97,8435.56,154.89,PB,0,1600000,8308269.91,NAO,SIM
1016,"SÃO PAULO, SP",2008-10-29,6,19,31,34,51,56,0,36,2885,0,21980.86,274.29,,0,3000000,8516509.59,SIM,SIM
1017,"PIUMHI, MG",2008-11-01,9,24,44,51,55,58,0,35,4170,0,29464.79,247.31,,0,5000000,8787895.81,SIM,SIM
1018,"SÃO JOSÉ DO RIO PRETO, SP",2008-11-05,4,13,23,29,46,47,0,77,6124,0,14084.12,177.09,,0,15000000,9073284.66,SIM,SIM
1019,"SÃO JOSÉ DO RIO PRETO, SP",2008-11-08,1,2,19,32,39,52,0,56,4646,0,27920.81,336.54,,0,18000000,9484749.33,SIM,SIM
1020,"SÃO PAULO, SP",2008-11-12,2,33,42,43,51,55,1,46,4247,17819642.97,36624.26,396.69,MG,0,1500000,9928095.69,NAO,SIM
1021,"MARAVILHA, SC",2008-11-16,5,21,31,39,40,56,0,21,1505,0,31512.19,439.7,,0,3000000,10102242.01,SIM,SIM
1022,"S��O PAULO, SP",2008-11-19,2,7,8,18,40,45,0,65,4937,0,14980.07,197.23,,0,5000000,10358480.18,SIM,SIM
1023,"PALMEIRA DAS MISSÕES, RS",2008-11-22,18,22,28,29,39,53,0,23,2722,0,48677.51,411.31,,0,15000000,10653107.22,SIM,SIM
1024,"EMBU-GUAÇU, SP",2008-11-26,10,27,28,29,40,52,0,34,3705,0,44097.09,404.67,,0,18000000,11047660.11,SIM,SIM
1025,"EMBU-GUAÇU, SP",2008-11-29,6,10,17,33,51,53,0,92,7192,0,19600.34,250.73,,0,22000000,11522194.58,SIM,SIM
1026,"RIBEIRÃO PRETO, SP",2008-12-03,18,20,33,44,47,60,0,112,6992,0,19031.09,304.85,,0,26000000,12083110.77,SIM,SIM
1027,"RIBEIRÃO PRETO, SP",2008-12-06,20,26,34,51,52,54,0,66,5453,0,39415.99,477.07,,0,32000000,12767704.24,SIM,SIM
1028,"FRANCA, SP",2008-12-10,5,16,17,20,24,32,1,262,17979,32271347.11,11277.48,164.34,RJ,0,15000000,13545257.02,NAO,SIM
